Fecha,Coord
2019-02-01,-89.6072367 21.0184304 16
2019-02-01,-89.6072367 21.0184304 16
2019-02-01,-89.6072367 21.0184304 16
2019-02-01,-89.6072689 21.018421 16
2019-02-01,-89.6072655 21.0184231 16
2019-02-01,-89.6072512 21.0183923 16
2019-02-01,-89.6072908 21.0184248 16
2019-02-01,-89.6075568999999 21.0183599999999 19
2019-02-01,-89.6075492 21.0183595 19
2019-02-01,-89.6075492 21.0183595 19
2019-02-01,-89.6075398 21.0183587999999 19
2019-02-01,-89.6075257999999 21.0183713 19
2019-02-01,-89.6075379999999 21.0183657 19
2019-02-01,-89.6075379999999 21.0183657 19
2019-02-01,-89.6075642 21.0183501 19
2019-02-01,-89.6075652 21.018364 19
2019-02-01,-89.6078339 21.0183225999999 0
2019-02-01,-89.6072444 21.0184607 16
2019-02-01,-89.6071948 21.0184824999999 16
2019-02-01,-89.6071948 21.0184824999999 16
2019-02-01,-89.6072351 21.0184314 16
2019-02-01,-89.6071982 21.0184064 16
2019-02-01,-89.6071982 21.0184064 16
2019-02-01,-89.6071894 21.018475 16
2019-02-01,-89.6071894 21.018475 16
2019-02-01,-89.6072133999999 21.0184696 16
2019-02-01,-89.6072133999999 21.0184696 16
2019-02-01,-89.60721 21.0184705 16
2019-02-01,-89.60721 21.0184705 16
2019-02-01,-89.6072571999999 21.0184773 16
2019-02-01,-89.6072571999999 21.0184773 16
2019-02-01,-89.6071750999999 21.0184681999999 16
2019-02-01,-89.607237 21.0183662 16
2019-02-01,-89.6072217 21.0184614 16
2019-02-01,-89.6072712 21.0184481999999 16
2019-02-01,-89.6068927 21.0183888999999 0
2019-02-01,-89.6070917999999 21.0184303 0
2019-02-01,-89.60753 21.0183657999999 19
2019-02-01,-89.6070405 21.0184818999999 16
2019-02-01,-89.607145 21.0184629 16
2019-02-01,-89.6072188 21.0184568 16
2019-02-01,-89.6071936 21.0184653 16
2019-02-01,-89.6071936 21.0184653 16
2019-02-01,-89.6078387 21.0183119 19
2019-02-01,-89.6078546999999 21.0184228 19
2019-02-01,-89.6076472 21.018296 19
2019-02-01,-89.6076472 21.018296 19
2019-02-01,-89.6076472 21.018296 19
2019-02-01,-89.6076314 21.0183048 19
2019-02-01,-89.6076495 21.0183128 19
2019-02-01,-89.6076641 21.0182748999999 19
2019-02-01,-89.607359 21.0181214 0
2019-02-01,-89.6072006999999 21.0184826 16
2019-02-01,-89.6072253 21.0184908 16
2019-02-01,-89.6071868 21.0184782 16
2019-02-01,-89.6071868 21.0184782 16
2019-02-01,-89.6071999 21.018483 16
2019-02-01,-89.6071999 21.018483 16
2019-02-01,-89.6071815 21.0183526999999 16
2019-02-01,-89.6071815 21.0183526999999 16
2019-02-01,-89.6071315 21.0183602999999 16
2019-02-01,-89.607192 21.0184607 16
2019-02-01,-89.6071772999999 21.0184936 16
2019-02-01,-89.6071772999999 21.0184936 16
2019-02-01,-89.6072172 21.0184705 16
2019-02-01,-89.6072172 21.0184705 16
2019-02-01,-89.6071844 21.0184003999999 16
2019-02-01,-89.6076906999999 21.0183492 16
2019-02-01,-89.6076894 21.0183182 0
2019-02-01,-89.6076870999999 21.0184283 0
2019-02-01,-89.6077033999999 21.0182862 0
2019-02-01,-89.6076483 21.0183389999999 16
2019-02-01,-89.6076483 21.0183389999999 16
2019-02-01,-89.6076009 21.0183735 16
2019-02-01,-89.6076283 21.0183799 16
2019-02-01,-89.6076236 21.0183693 16
2019-02-01,-89.6076248 21.0183706 16
2019-02-01,-89.6076248 21.0183706 16
2019-02-01,-89.6078275 21.0184681999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076305 21.0183772999999 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076044 21.0183709 16
2019-02-01,-89.6076152 21.0184264 16
2019-02-01,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076152 21.0184264 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6076057 21.0183702999999 16
2019-02-02,-89.6073301999999 21.0184107 16
2019-02-02,-89.6072786 21.0184337 16
2019-02-02,-89.6074861 21.0183529999999 19
2019-02-02,-89.6074861 21.0183529999999 19
2019-02-02,-89.6072427 21.0184735 16
2019-02-02,-89.6072234 21.0184394 0
2019-02-02,-89.6074502 21.0185505 0
2019-02-02,-89.6116196999999 21.0121942999999 0
2019-02-02,-89.611716 21.0118999 0
2019-02-02,-89.6139898999999 21.0063554 0
2019-02-02,-89.6141154 21.006273 0
2019-02-02,-89.6125778999999 21.0084427 0
2019-02-02,-89.6135396999999 21.0070432 0
2019-02-02,-89.616483 21.0096578 0
2019-02-02,-89.6168874999999 21.016795 0
2019-02-02,-89.6212779999999 21.0223856 0
2019-02-02,-89.6237707 21.0259833999999 0
2019-02-02,-89.6235095999999 21.025951 0
2019-02-02,-89.6235817 21.0259550999999 0
2019-02-02,-89.6236344 21.0260504 0
2019-02-02,-89.6236344 21.0260504 0
2019-02-02,-89.6243149 21.0268078999999 0
2019-02-02,-89.6275017999999 21.0278025 0
2019-02-02,-89.6366640999999 21.030292 0
2019-02-02,-89.6413206 21.030502 0
2019-02-02,-89.6435147 21.0304231 -6
2019-02-02,-89.6434963 21.0303294 -6
2019-02-02,-89.6434963 21.0303294 -6
2019-02-02,-89.6434963 21.0303294 -6
2019-02-02,-89.6434963 21.0303294 -6
2019-02-02,-89.6434871 21.0303404999999 -5
2019-02-02,-89.6434871 21.0303404999999 -5
2019-02-02,-89.6434871 21.0303404999999 -5
2019-02-02,-89.6434871 21.0303404999999 -5
2019-02-02,-89.643205 21.0304689 -7
2019-02-02,-89.6425812 21.0306721 -6
2019-02-02,-89.6415238 21.0306471 0
2019-02-02,-89.6415459999999 21.0306286 -6
2019-02-02,-89.6415296999999 21.0306361 -6
2019-02-02,-89.6415302 21.0306356 -6
2019-02-02,-89.6415302 21.0306356 -6
2019-02-02,-89.6415302 21.0306356 -6
2019-02-02,-89.6415302 21.0306356 -6
2019-02-02,-89.6415303 21.0306356999999 -6
2019-02-02,-89.6415303 21.0306356999999 -6
2019-02-02,-89.6415311 21.0306315 0
2019-02-02,-89.6415311 21.0306315 0
2019-02-02,-89.6415311 21.0306315 0
2019-02-02,-89.6415328 21.0306407 -6
2019-02-02,-89.6415328 21.0306407 -6
2019-02-02,-89.6415304 21.0306353 -6
2019-02-02,-89.6415304 21.0306353 -6
2019-02-02,-89.6415304 21.0306353 -6
2019-02-02,-89.6415303 21.0306355 -6
2019-02-02,-89.6415303 21.0306355 -6
2019-02-02,-89.6415303 21.0306355 -6
2019-02-02,-89.6415339 21.0306225999999 -6
2019-02-02,-89.6415339 21.0306225999999 -6
2019-02-02,-89.6415336 21.030623 -6
2019-02-02,-89.6415336 21.030623 -6
2019-02-02,-89.6415336 21.030623 -6
2019-02-02,-89.6415298 21.0306335999999 -6
2019-02-02,-89.6415298 21.0306335999999 -6
2019-02-02,-89.6415308 21.0306347 -6
2019-02-02,-89.6415308 21.0306347 -6
2019-02-02,-89.6415308 21.0306347999999 -6
2019-02-02,-89.6413082999999 21.030214 -7
2019-02-02,-89.6415284 21.0304286 -5
2019-02-02,-89.6415337 21.0304269 -6
2019-02-02,-89.6415474 21.0304428 -8
2019-02-02,-89.6415677 21.0304541 -8
2019-02-02,-89.6415945 21.0304447 -6
2019-02-02,-89.6416000999999 21.0304395999999 -13
2019-02-02,-89.6416122 21.0304397 -13
2019-02-02,-89.6415945999999 21.0304456999999 -16
2019-02-02,-89.6415770999999 21.0304677 -10
2019-02-02,-89.6415716 21.0304665 -9
2019-02-02,-89.6415609 21.0304666 -7
2019-02-02,-89.6415636999999 21.0304818 -4
2019-02-02,-89.6415868 21.0304877 -2
2019-02-02,-89.6415584 21.0305023 -2
2019-02-02,-89.6415452 21.0305107 -6
2019-02-02,-89.6415363999999 21.0304821999999 0
2019-02-02,-89.6415729 21.0303888 0
2019-02-02,-89.6414491 21.030236 -7
2019-02-02,-89.631914 21.0290382 0
2019-02-02,-89.631914 21.0290382 0
2019-02-02,-89.631914 21.0290382 0
2019-02-02,-89.6176893999999 21.019523 0
2019-02-02,-89.6095366 21.0224148 0
2019-02-02,-89.6103018 21.0222107 0
2019-02-02,-89.6102229999999 21.0222327999999 0
2019-02-02,-89.6094567999999 21.0215091 0
2019-02-02,-89.6083089 21.0218477 0
2019-02-02,-89.6072011999999 21.0220153 -2
2019-02-02,-89.6060597 21.0225595999999 0
2019-02-02,-89.6054901 21.0234962 0
2019-02-02,-89.6055481 21.0236330999999 0
2019-02-02,-89.6055481 21.0236330999999 0
2019-02-02,-89.6052809 21.0238281 0
2019-02-02,-89.6052809 21.0238281 0
2019-02-02,-89.6082108999999 21.0153125 0
2019-02-02,-89.6082108999999 21.0153125 0
2019-02-02,-89.6088465 21.0109605 0
2019-02-02,-89.6090165999999 21.0104094999999 0
2019-02-02,-89.6102997999999 21.0043266 0
2019-02-02,-89.6100192 20.9974184 0
2019-02-02,-89.6115758999999 20.9883289 0
2019-02-02,-89.6134081 20.9805089999999 0
2019-02-02,-89.6147866 20.9744220999999 0
2019-02-02,-89.6159373 20.9695494 0
2019-02-02,-89.6170301 20.9644124 0
2019-02-02,-89.618639 20.9641971 0
2019-02-02,-89.6201009999999 20.9644418 0
2019-02-02,-89.6218045999999 20.9647622 -1
2019-02-02,-89.6232517999999 20.9642205999999 0
2019-02-02,-89.6232517999999 20.9642205999999 0
2019-02-02,-89.6232517999999 20.9642205999999 0
2019-02-02,-89.6232517999999 20.9642205999999 0
2019-02-02,-89.6232517999999 20.9642205999999 0
2019-02-02,-89.6227105 20.9637581 0
2019-02-02,-89.6218715999999 20.9609542999999 0
2019-02-02,-89.6183499 20.9591167 0
2019-02-02,-89.6184663 20.9585644999999 0
2019-02-02,-89.6206687 20.9489272999999 0
2019-02-02,-89.6204528 20.9436091 0
2019-02-02,-89.6197033 20.9390239 0
2019-02-02,-89.6199049 20.9353271 0
2019-02-02,-89.6184119 20.9321548 0
2019-02-02,-89.6188375 20.9310539 0
2019-02-02,-89.6128442999999 20.9278671 0
2019-02-02,-89.6137384 20.9278054999999 0
2019-02-02,-89.6149461 20.9277829 -1
2019-02-02,-89.6156863 20.9277876 0
2019-02-02,-89.6169465999999 20.9277301 -1
2019-02-02,-89.6172526 20.9276807999999 -1
2019-02-02,-89.6175992 20.9276746 0
2019-02-02,-89.6177393999999 20.9276914 0
2019-02-02,-89.6177393999999 20.9276914 0
2019-02-02,-89.6170717 20.926952 0
2019-02-02,-89.6185498 20.9274928 0
2019-02-02,-89.6185505999999 20.9274938999999 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185412 20.9274943 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185515 20.9274949 0
2019-02-02,-89.6185519 20.9274946 0
2019-02-02,-89.6185519 20.9274946 0
2019-02-02,-89.6185519 20.9274946 0
2019-02-02,-89.6100075 20.9243283 0
2019-02-02,-89.6100075 20.9243283 0
2019-02-02,-89.6100075 20.9243283 0
2019-02-02,-89.6100075 20.9243283 0
2019-02-02,-89.6100075 20.9243283 0
2019-02-02,-89.6100075 20.9243283 0
2019-02-02,-89.6097131 20.9247002 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.618552 20.9274928 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274941999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185507 20.9274895999999 0
2019-02-02,-89.6185826999999 20.9274803 0
2019-02-02,-89.6185826999999 20.9274803 0
2019-02-02,-89.6185826999999 20.9274803 0
2019-02-02,-89.618566 20.9274913 0
2019-02-02,-89.618566 20.9274913 0
2019-02-02,-89.618566 20.9274913 0
2019-02-02,-89.618566 20.9274913 0
2019-02-02,-89.618566 20.9274913 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185843 20.9274797 0
2019-02-02,-89.6185503999999 20.9274937 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185505999999 20.9274937 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185510999999 20.9274943 0
2019-02-02,-89.6185505 20.9274936 0
2019-02-02,-89.6185505 20.9274936 0
2019-02-02,-89.6185505 20.9274936 0
2019-02-02,-89.6185508 20.9274921 0
2019-02-02,-89.6185565999999 20.9274855 0
2019-02-02,-89.6185538 20.9274876 0
2019-02-02,-89.6185538 20.9274876 0
2019-02-02,-89.6185538 20.9274876 0
2019-02-02,-89.6185412 20.9274995999999 0
2019-02-02,-89.6185282 20.9274962 0
2019-02-02,-89.6185280999999 20.9274958 0
2019-02-02,-89.6185280999999 20.9274958 0
2019-02-02,-89.6185280999999 20.9274958 0
2019-02-02,-89.6243437999999 20.9287861999999 0
2019-02-02,-89.6185416 20.9275029 0
2019-02-02,-89.6185426 20.9275006 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185526 20.9274924 0
2019-02-02,-89.6185172 20.9275065 0
2019-02-02,-89.6185172 20.9275065 0
2019-02-02,-89.6185172 20.9275065 0
2019-02-02,-89.6185414 20.9274944999999 0
2019-02-02,-89.6185414 20.9274944999999 0
2019-02-02,-89.6103018 20.9254466 0
2019-02-02,-89.6103018 20.9254466 0
2019-02-02,-89.6103018 20.9254466 0
2019-02-02,-89.6103018 20.9254466 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185501 20.9274938 0
2019-02-02,-89.6185177 20.9275032999999 0
2019-02-02,-89.6185282 20.9274979 0
2019-02-02,-89.6185407 20.927502 0
2019-02-02,-89.6185418 20.9275009 0
2019-02-02,-89.6185418 20.9275009 0
2019-02-02,-89.6185418 20.9275009 0
2019-02-02,-89.6185277 20.9274964 0
2019-02-02,-89.6185539999999 20.9274941999999 0
2019-02-02,-89.6185505 20.9274944 0
2019-02-02,-89.6185283 20.9274953 0
2019-02-02,-89.6185283 20.9274953 0
2019-02-02,-89.6185283 20.9274953 0
2019-02-02,-89.612068 20.9284309 0
2019-02-02,-89.618528 20.9274988 0
2019-02-02,-89.618528 20.9274988 0
2019-02-02,-89.618528 20.9274988 0
2019-02-02,-89.6185498999999 20.9274956 0
2019-02-02,-89.6185539 20.927495 0
2019-02-02,-89.6185412 20.9274944999999 0
2019-02-02,-89.6185414 20.9275011 0
2019-02-02,-89.6185513 20.9274934 0
2019-02-02,-89.6185282 20.9274977 0
2019-02-02,-89.6185282 20.9274977 0
2019-02-02,-89.6185414 20.9275029 0
2019-02-02,-89.6185414 20.9275029 0
2019-02-02,-89.6185277 20.9274983 0
2019-02-02,-89.6185541999999 20.9274962 0
2019-02-02,-89.6185541999999 20.9274962 0
2019-02-02,-89.6184902999999 20.9275156 0
2019-02-02,-89.6184902999999 20.9275156 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185515999999 20.9274931 0
2019-02-02,-89.6185071 20.9275005 0
2019-02-02,-89.6185507 20.9274947 0
2019-02-02,-89.6185510999999 20.9274946 0
2019-02-02,-89.6185493999999 20.9274931 0
2019-02-02,-89.6185493999999 20.9274931 0
2019-02-02,-89.6185513 20.9274938 0
2019-02-02,-89.6185536999999 20.9274944 0
2019-02-02,-89.6185527 20.9274901 0
2019-02-02,-89.6185527 20.9274901 0
2019-02-02,-89.6185515 20.9274919999999 0
2019-02-02,-89.6185515 20.9274919999999 0
2019-02-02,-89.6185515 20.9274919999999 0
2019-02-02,-89.6185510999999 20.9274921 0
2019-02-02,-89.6185503 20.92749 0
2019-02-02,-89.6185503 20.92749 0
2019-02-02,-89.6185503 20.92749 0
2019-02-02,-89.6185503 20.92749 0
2019-02-02,-89.6185491 20.9274931 0
2019-02-02,-89.6185491 20.9274931 0
2019-02-02,-89.6185491 20.9274931 0
2019-02-02,-89.6185491 20.9274931 0
2019-02-02,-89.6185536 20.9274947 0
2019-02-02,-89.6185513 20.9274919999999 0
2019-02-02,-89.6185512 20.9274904999999 0
2019-02-02,-89.6185512 20.9274904999999 0
2019-02-02,-89.6185512 20.9274904999999 0
2019-02-02,-89.6185512 20.9274904999999 0
2019-02-02,-89.6185505 20.9274931 0
2019-02-02,-89.6185503 20.927494 0
2019-02-02,-89.6185507 20.9274916999999 0
2019-02-02,-89.6185501 20.9274910999999 0
2019-02-02,-89.6185514 20.9274918 0
2019-02-02,-89.6185512 20.9274916999999 0
2019-02-02,-89.6185502 20.9274936 0
2019-02-02,-89.6185513 20.9274919 0
2019-02-02,-89.618549 20.9274932 0
2019-02-02,-89.6185515999999 20.9274916999999 0
2019-02-02,-89.618552 20.9274919999999 0
2019-02-02,-89.6185515 20.9274919 0
2019-02-02,-89.6185517999999 20.9274953999999 0
2019-02-02,-89.6185418 20.9274999 0
2019-02-02,-89.6185532 20.9274898999999 0
2019-02-02,-89.6185493 20.9274895 0
2019-02-02,-89.6185543 20.9274929 0
2019-02-02,-89.6185522 20.9274922 0
2019-02-02,-89.618552 20.9274938999999 0
2019-02-02,-89.618552 20.9274938999999 0
2019-02-02,-89.618552 20.9274938999999 0
2019-02-02,-89.618552 20.9274938999999 0
2019-02-02,-89.618552 20.9274938999999 0
2019-02-02,-89.618552 20.9274938999999 0
2019-02-02,-89.6185498999999 20.9274956 0
2019-02-02,-89.6185501 20.9274926 0
2019-02-02,-89.6185501 20.9274926 0
2019-02-02,-89.6185501 20.9274926 0
2019-02-02,-89.6185501 20.9274926 0
2019-02-02,-89.6185501 20.9274926 0
2019-02-02,-89.6185498999999 20.9274956 0
2019-02-02,-89.6185498999999 20.9274956 0
2019-02-02,-89.6185498999999 20.9274956 0
2019-02-02,-89.6185818 20.9274807 0
2019-02-02,-89.6185818 20.9274807 0
2019-02-02,-89.6185818 20.9274807 0
2019-02-02,-89.6185818 20.9274807 0
2019-02-02,-89.6185917999999 20.9274919 -62
2019-02-02,-89.6185823 20.927531 10
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.618579 20.92754 4
2019-02-02,-89.6185909 20.9274944 0
2019-02-02,-89.617323 20.9277478 0
2019-02-02,-89.6174221 20.9277266999999 0
2019-02-02,-89.6172438999999 20.9277961 0
2019-02-02,-89.6169684 20.9277891 -3
2019-02-02,-89.6169918 20.9278084999999 -2
2019-02-02,-89.6170124 20.928409 -5
2019-02-02,-89.6170344 20.9289001 -7
2019-02-02,-89.6171002 20.9311899999999 0
2019-02-02,-89.6180189999999 20.9320748 0
2019-02-02,-89.6193888 20.932299 0
2019-02-02,-89.6206330999999 20.9326001 0
2019-02-02,-89.6215852999999 20.9330186 0
2019-02-02,-89.6218148999999 20.9333770999999 0
2019-02-02,-89.6221008 20.9389453999999 0
2019-02-02,-89.6217918 20.9416747 0
2019-02-02,-89.6216104 20.945209 0
2019-02-02,-89.6219026 20.9461808 0
2019-02-02,-89.6206364 20.9544596999999 -1
2019-02-02,-89.6202459 20.9563834999999 0
2019-02-02,-89.6197401 20.9586747 0
2019-02-02,-89.6195609 20.9595102 0
2019-02-02,-89.6194261 20.959369 0
2019-02-02,-89.6229575 20.9623572 0
2019-02-02,-89.6212181 20.9642259 0
2019-02-02,-89.6209109 20.9645449 0
2019-02-02,-89.6205974 20.9669116 0
2019-02-02,-89.6217989 20.967194 0
2019-02-02,-89.6220374 20.9663553999999 0
2019-02-02,-89.6222173 20.965578 0
2019-02-02,-89.6222483999999 20.9654091 0
2019-02-02,-89.6231245 20.9651326 1
2019-02-02,-89.6235069 20.9654891 1
2019-02-02,-89.6234995 20.9654921 1
2019-02-02,-89.6234995 20.9654921 1
2019-02-02,-89.6235177 20.9654873 1
2019-02-02,-89.6235177 20.9654873 1
2019-02-02,-89.6235502 20.9654758 1
2019-02-02,-89.6235797 20.96546 1
2019-02-02,-89.6235335 20.9654657 1
2019-02-02,-89.6235344999999 20.9654676 1
2019-02-02,-89.6235344999999 20.9654676 1
2019-02-02,-89.6236026 20.9654795 1
2019-02-02,-89.6229276999999 20.9651216 1
2019-02-02,-89.6221243 20.9646935 0
2019-02-02,-89.6222422 20.9646449 0
2019-02-02,-89.6221992999999 20.9646735 0
2019-02-02,-89.6224127999999 20.9646182 0
2019-02-02,-89.6223959 20.9645908 0
2019-02-02,-89.6225303 20.9645395 0
2019-02-02,-89.6223634999999 20.9642001 0
2019-02-02,-89.6227136 20.9625398 -1
2019-02-02,-89.6215928 20.9610433999999 0
2019-02-02,-89.6182015 20.9594605 0
2019-02-02,-89.6182015 20.9594605 0
2019-02-02,-89.6205405 20.948824 0
2019-02-02,-89.6209362 20.9454481999999 0
2019-02-02,-89.6209477 20.9453151 0
2019-02-02,-89.6199595 20.9402386 0
2019-02-02,-89.6197097 20.9390295 0
2019-02-02,-89.6196739 20.9388233 0
2019-02-02,-89.6199759 20.9337339 0
2019-02-02,-89.6200154 20.933332 0
2019-02-02,-89.6170226 20.9300763 0
2019-02-02,-89.6168283 20.9276570999999 -1
2019-02-02,-89.6162006 20.9270493999999 0
2019-02-02,-89.6161912 20.9270545 0
2019-02-02,-89.6162006 20.9270493999999 0
2019-02-02,-89.616025 20.9277807 -1
2019-02-02,-89.6149258 20.9277819 -1
2019-02-02,-89.6149276 20.9277977 -1
