Fecha,Coord
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446770999999 21.2704740999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446770999999 21.2704740999999 0
2019-01-19,-89.7446770999999 21.2704740999999 0
2019-01-19,-89.7446770999999 21.2704740999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446770999999 21.2704740999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 0
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446725 21.2704798999999 -9
2019-01-19,-89.7446976999999 21.2704962 0
2019-01-19,-89.7447275 21.2700025999999 0
2019-01-19,-89.7447275 21.2700025999999 0
2019-01-19,-89.7448235999999 21.270045 0
2019-01-19,-89.7448235999999 21.270045 0
2019-01-19,-89.7447275 21.2700025999999 0
2019-01-19,-89.7447351 21.2699581999999 0
2019-01-19,-89.7450934 21.2698754 -1
2019-01-19,-89.7452917 21.2697604 -6
2019-01-19,-89.7452248 21.269306 -5
2019-01-19,-89.7451239999999 21.2689617 -12
2019-01-19,-89.7447207 21.2690169 -12
2019-01-19,-89.7439342 21.2691083 -14
2019-01-19,-89.7438627 21.2691181999999 -14
2019-01-19,-89.7432269999999 21.2690441 -15
2019-01-19,-89.7431606999999 21.2683836999999 -19
2019-01-19,-89.7427096999999 21.2683702999999 -18
2019-01-19,-89.7424688 21.2684025999999 -17
2019-01-19,-89.7418825 21.2684473 -13
2019-01-19,-89.7418192999999 21.2684541 -12
2019-01-19,-89.7410191 21.26853 -12
2019-01-19,-89.7403349 21.2686609 -16
2019-01-19,-89.7404117999999 21.2694610999999 -21
2019-01-19,-89.7402903999999 21.2694978 -19
2019-01-19,-89.7395957 21.2695620999999 -19
2019-01-19,-89.7395035 21.2695612 -19
2019-01-19,-89.7383725999999 21.2696833 -17
2019-01-19,-89.7371695 21.2698318 -16
2019-01-19,-89.7351589 21.2702056999999 -19
2019-01-19,-89.7337938 21.2709258999999 -24
2019-01-19,-89.733312 21.271231 -23
2019-01-19,-89.7331849 21.2713175 -23
2019-01-19,-89.7314308 21.2724874 -21
2019-01-19,-89.7294692 21.2736463 -19
2019-01-19,-89.7272962 21.2742319999999 -16
2019-01-19,-89.7267004999999 21.2743486999999 -16
2019-01-19,-89.7255108999999 21.2745675999999 -18
2019-01-19,-89.7253583 21.2745945 -18
2019-01-19,-89.7228964999999 21.2750080999999 -16
2019-01-19,-89.7205331999999 21.275419 -15
2019-01-19,-89.7183127999999 21.2758243999999 -17
2019-01-19,-89.7178421999999 21.2759058 -18
2019-01-19,-89.7162697999999 21.2761866 -19
2019-01-19,-89.7161216 21.2762218 -21
2019-01-19,-89.7131709 21.2767241 -16
2019-01-19,-89.711997 21.2768166 -15
2019-01-19,-89.711935 21.2766330999999 -16
2019-01-19,-89.7117349999999 21.2758449 -16
2019-01-19,-89.7117006 21.2757465999999 -16
2019-01-19,-89.7112958 21.2736046 -16
2019-01-19,-89.7122152 21.271452 -21
2019-01-19,-89.7135431999999 21.2687381 -23
2019-01-19,-89.712682 21.2672667 -23
2019-01-19,-89.7125446 21.2671566999999 -23
2019-01-19,-89.7103487 21.2655165 -24
2019-01-19,-89.7082437999999 21.2639616 -21
2019-01-19,-89.7063503999999 21.2625429 -19
2019-01-19,-89.7057217 21.2620888 -21
2019-01-19,-89.7044128 21.2611204 -20
2019-01-19,-89.7042824 21.2610186 -20
2019-01-19,-89.7022672 21.2595213 -21
2019-01-19,-89.7000523999999 21.257872 -22
2019-01-19,-89.6977000999999 21.2561572 -25
2019-01-19,-89.6972462 21.2559024 -26
2019-01-19,-89.695709 21.2553701 -25
2019-01-19,-89.6955292999999 21.2553381 -25
2019-01-19,-89.6923997999999 21.2554519 -24
2019-01-19,-89.6891682999999 21.2557713 -21
2019-01-19,-89.6860506 21.2561015 -23
2019-01-19,-89.6856466 21.2561391 -22
2019-01-19,-89.6836141 21.2563283999999 -20
2019-01-19,-89.6834102 21.2563484 -19
2019-01-19,-89.6803928 21.2566421 -19
2019-01-19,-89.6774971999999 21.2569215 -23
2019-01-19,-89.6744447999999 21.2572255 -21
2019-01-19,-89.6737086999999 21.2572925 -20
2019-01-19,-89.6721712 21.2574588 -29
2019-01-19,-89.6719919 21.2574751 -28
2019-01-19,-89.6693244 21.2577458 -29
2019-01-19,-89.6664503 21.2580138999999 -28
2019-01-19,-89.6629765 21.258353 -25
2019-01-19,-89.66149 21.2581334 -22
2019-01-19,-89.6613436 21.258097 -22
2019-01-19,-89.6612098 21.2580577 -21
2019-01-19,-89.6602535 21.2572659 -20
2019-01-19,-89.6601237 21.256216 -20
2019-01-19,-89.6598896 21.2541171 -21
2019-01-19,-89.6598351 21.2536770999999 -21
2019-01-19,-89.6596893 21.2523886 -20
2019-01-19,-89.6596701 21.2522371 -20
2019-01-19,-89.6593889 21.2498397 -22
2019-01-19,-89.6591028 21.2469803999999 -20
2019-01-19,-89.658765 21.2440434 -20
2019-01-19,-89.6587031999999 21.2434908 -20
2019-01-19,-89.6585863999999 21.2418606 -23
2019-01-19,-89.6585726 21.241673 -23
2019-01-19,-89.6584192 21.2387607999999 -24
2019-01-19,-89.6581559 21.2357118 -21
2019-01-19,-89.6577753 21.2323263 -25
2019-01-19,-89.6575968 21.2306265 -26
2019-01-19,-89.6575786 21.2304292 -26
2019-01-19,-89.6572353999999 21.2273081 -25
2019-01-19,-89.6569023 21.2244186 -24
2019-01-19,-89.6565667 21.2215371 -26
2019-01-19,-89.656499 21.2207851999999 -27
2019-01-19,-89.6563073 21.2189014 -25
2019-01-19,-89.6562905 21.2187108999999 -26
2019-01-19,-89.6559448 21.2158469 -27
2019-01-19,-89.6556049 21.2128893999999 -18
2019-01-19,-89.6552969999999 21.2101698 -24
2019-01-19,-89.6552119999999 21.2093852 -24
2019-01-19,-89.6549807 21.2073923 -23
2019-01-19,-89.6549594999999 21.2071897 -22
2019-01-19,-89.654581 21.2040295 -20
2019-01-19,-89.6544457 21.2026866 -21
2019-01-19,-89.6544457 21.2026866 -21
2019-01-19,-89.6544144 21.2023974 -21
2019-01-19,-89.6543820999999 21.2021183 -21
2019-01-19,-89.6543820999999 21.2021183 -21
2019-01-19,-89.6491389999999 21.1617399 0
2019-01-19,-89.6447276 21.133414 0
2019-01-19,-89.6367859 21.0998646999999 0
2019-01-19,-89.6344106999999 21.0778847 0
2019-01-19,-89.6344106999999 21.0778847 0
2019-01-19,-89.6161887 21.0446784 0
2019-01-19,-89.6052945 21.0361653 0
2019-01-19,-89.6047466 21.0285221 -5
2019-01-19,-89.6067111999999 21.0225656 0
2019-01-19,-89.6107684999999 21.0228766 0
2019-01-19,-89.6074675 21.0219074 0
2019-01-19,-89.601993 21.0215247 0
2019-01-19,-89.6002910999999 21.0210623999999 -3
2019-01-19,-89.6002898999999 21.0210662999999 -3
2019-01-19,-89.6003131 21.0210644 -3
2019-01-19,-89.6007676 21.0211526 0
2019-01-19,-89.6056232999999 21.0225635 0
2019-01-19,-89.6074079 21.0185073 0
2019-01-19,-89.6082017 21.0152739 0
2019-01-19,-89.6103211 21.0042562999999 0
2019-01-19,-89.6157123 20.9992186 0
2019-01-19,-89.6281932 20.9973468 0
2019-01-19,-89.6358467 20.9953808 0
2019-01-19,-89.6422681999999 20.9873874 -2
2019-01-19,-89.6436246 20.9773212 0
2019-01-19,-89.6438369999999 20.9738874 0
2019-01-19,-89.6449956 20.9667232 0
2019-01-19,-89.6547097999999 20.963001 0
2019-01-19,-89.6633858 20.9601237999999 0
2019-01-19,-89.6632932 20.9616063 0
2019-01-19,-89.6632834 20.9614042 0
2019-01-19,-89.6632894 20.9615796 -1
2019-01-19,-89.6633447999999 20.9613949 0
2019-01-19,-89.6633499 20.9613729 0
2019-01-19,-89.6616076 20.9576046999999 0
2019-01-19,-89.6632194 20.9569893 0
2019-01-19,-89.6631723 20.9569719 0
2019-01-19,-89.6632609999999 20.9569751 0
2019-01-19,-89.6632609999999 20.9569751 0
2019-01-19,-89.6632273 20.956955 0
2019-01-19,-89.6632273 20.956955 0
2019-01-19,-89.6631949 20.9569458 0
2019-01-19,-89.6635175 20.9574054 0
2019-01-19,-89.6625878 20.9478935 0
2019-01-19,-89.6544026999999 20.9462196 0
2019-01-19,-89.6482746 20.9426447 0
2019-01-19,-89.6435528999999 20.9380004 0
2019-01-19,-89.6426086 20.9378575 0
2019-01-19,-89.6320674999999 20.9380198 0
2019-01-19,-89.6276891999999 20.9380943 0
2019-01-19,-89.6233579 20.9381007999999 0
2019-01-19,-89.6199209999999 20.9362429999999 0
2019-01-19,-89.6187104 20.9282951 0
2019-01-19,-89.6184732 20.9274925 -1
2019-01-19,-89.6185388 20.9274305 0
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185174 20.9274867 -1
2019-01-19,-89.6185402 20.9274904 0
2019-01-19,-89.6185496 20.9274912 0
2019-01-19,-89.6185496 20.9274912 0
2019-01-19,-89.6185496 20.9274912 0
2019-01-19,-89.6185272 20.9274965 0
2019-01-19,-89.6185304999999 20.9274907 0
2019-01-19,-89.6185304999999 20.9274907 0
2019-01-19,-89.6185304999999 20.9274907 0
2019-01-19,-89.6185304999999 20.9274907 0
2019-01-19,-89.6185498 20.9274923 0
2019-01-19,-89.6185498 20.9274923 0
2019-01-19,-89.6185498 20.9274923 0
2019-01-19,-89.6185498 20.9274923 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185522 20.9274865 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185412 20.9274944 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185651 20.9274935 0
2019-01-19,-89.6185524999999 20.9274941 0
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6186828 20.9274913 -12
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185775 20.9274991 12
2019-01-19,-89.6185775 20.9274991 12
2019-01-19,-89.6185775 20.9274991 12
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6186027999999 20.9274956 22
2019-01-19,-89.6186027999999 20.9274956 22
2019-01-19,-89.6186027999999 20.9274956 22
2019-01-19,-89.6186027999999 20.9274956 22
2019-01-19,-89.6186027999999 20.9274956 22
2019-01-19,-89.6185502 20.9274931 0
2019-01-19,-89.6185502 20.9274931 0
2019-01-19,-89.6185502 20.9274931 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185509 20.9274937 0
2019-01-19,-89.6185509 20.9274937 0
2019-01-19,-89.6185509 20.9274937 0
2019-01-19,-89.6185509 20.9274938 0
2019-01-19,-89.6185277 20.9274979 0
2019-01-19,-89.6185137 20.9275011 0
2019-01-19,-89.6185289 20.9274959 0
2019-01-19,-89.6185327 20.9274915 0
2019-01-19,-89.6185629 20.9274921 0
2019-01-19,-89.6185505999999 20.9274883 0
2019-01-19,-89.618528 20.9274973 0
2019-01-19,-89.6185273 20.927498 0
2019-01-19,-89.6185273 20.927498 0
2019-01-19,-89.6185273 20.927498 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185505 20.9274933 0
2019-01-19,-89.6185505999999 20.9274894 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185141999999 20.9274994 0
2019-01-19,-89.6185141999999 20.9274994 0
2019-01-19,-89.6185071 20.9275020999999 0
2019-01-19,-89.6185311999999 20.9274929 0
2019-01-19,-89.6185534 20.9274934 0
2019-01-19,-89.6185534 20.9274934 0
2019-01-19,-89.6185146999999 20.9275009 0
2019-01-19,-89.6185146999999 20.9275009 0
2019-01-19,-89.6185146999999 20.9275009 0
2019-01-19,-89.6185146999999 20.9275009 0
2019-01-19,-89.6185139 20.9275017999999 0
2019-01-19,-89.6185498999999 20.9274922 0
2019-01-19,-89.6185513 20.9274938 0
2019-01-19,-89.6185513 20.9274938 0
2019-01-19,-89.6185513 20.9274938 0
2019-01-19,-89.6185513 20.9274938 0
2019-01-19,-89.6185513 20.9274938 0
2019-01-19,-89.6185656 20.9274941 0
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185768 20.9275081 30
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185411 20.9274943 0
2019-01-19,-89.6185411 20.9274943 0
2019-01-19,-89.6185411 20.9274943 0
2019-01-19,-89.6185411 20.9274943 0
2019-01-19,-89.6185411 20.9274943 0
2019-01-19,-89.6185411 20.9274943 0
2019-01-19,-89.6185529 20.9274922 0
2019-01-19,-89.6185529 20.9274922 0
2019-01-19,-89.6185529 20.9274922 0
2019-01-19,-89.6185280999999 20.9274968 0
2019-01-19,-89.6185280999999 20.9274968 0
2019-01-19,-89.6185280999999 20.9274968 0
2019-01-19,-89.6185508 20.9274944999999 0
2019-01-19,-89.6185508 20.9274944999999 0
2019-01-19,-89.6185508 20.9274944999999 0
2019-01-19,-89.6185508 20.9274944999999 0
2019-01-19,-89.6185508 20.9274944999999 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6095115 20.9278130999999 0
2019-01-19,-89.6095115 20.9278130999999 0
2019-01-19,-89.6089293 20.9321271 0
2019-01-19,-89.6074567 20.9335314999999 0
2019-01-19,-89.6074932 20.9335374 0
2019-01-19,-89.6077185 20.9333727 1
2019-01-19,-89.6077086999999 20.933366 2
2019-01-19,-89.6076966999999 20.9333639 -3
2019-01-19,-89.6077734 20.9333672 0
2019-01-19,-89.6079458 20.9334416 -7
2019-01-19,-89.6090796 20.9323902 -11
2019-01-19,-89.6104060999999 20.9323312999999 -3
2019-01-19,-89.6114928 20.9323251999999 -2
2019-01-19,-89.6122104 20.9323004 -4
2019-01-19,-89.6136037 20.9322713999999 -4
2019-01-19,-89.6148243999999 20.9322677 -5
2019-01-19,-89.6160179 20.9322445 -7
2019-01-19,-89.6170439 20.9322269 -7
2019-01-19,-89.6171081999999 20.9314371999999 -2
2019-01-19,-89.6170193999999 20.9286073 -4
2019-01-19,-89.6170176 20.9280164 -3
2019-01-19,-89.6170248999999 20.9278349999999 1
2019-01-19,-89.6170205 20.9277966 5
2019-01-19,-89.6180036 20.9276677 0
2019-01-19,-89.6184981 20.9275172 0
2019-01-19,-89.6185407999999 20.9274938999999 0
2019-01-19,-89.6185503 20.9274935 0
2019-01-19,-89.6185503 20.9274935 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185405 20.9274924 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185508 20.9274935 0
2019-01-19,-89.6185412 20.9274941999999 0
2019-01-19,-89.61854 20.9274941999999 0
2019-01-19,-89.61854 20.9274941999999 0
2019-01-19,-89.61854 20.9274941999999 0
2019-01-19,-89.6185531 20.9274938 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185507 20.9274919 0
2019-01-19,-89.6185464 20.9274912 0
2019-01-19,-89.6185141 20.9274989 0
2019-01-19,-89.6185141 20.9274989 0
2019-01-19,-89.6185141 20.9274989 0
2019-01-19,-89.6185141 20.9274989 0
2019-01-19,-89.6185141 20.9274989 0
2019-01-19,-89.6185141 20.9274989 0
2019-01-20,-89.6185141 20.9274989 0
2019-01-20,-89.6181005999999 20.9276941 0
2019-01-20,-89.6165312 20.9277111 -1
2019-01-20,-89.61623 20.9270294 -1
2019-01-20,-89.6162425 20.9270487999999 0
2019-01-20,-89.6162425 20.9270487999999 -1
2019-01-20,-89.616349 20.9271246 0
2019-01-20,-89.6173184 20.9276771 -1
2019-01-20,-89.6185531 20.9274915 0
2019-01-20,-89.6185172 20.9274921 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185464 20.9274912 0
2019-01-20,-89.6185874999999 20.9274839 0
2019-01-20,-89.6185874999999 20.9274839 0
2019-01-20,-89.6185874999999 20.9274839 0
2019-01-20,-89.6185874999999 20.9274839 0
2019-01-20,-89.6185874999999 20.9274839 0
2019-01-20,-89.6185316999999 20.9274933 0
2019-01-20,-89.6185316999999 20.9274933 0
2019-01-20,-89.6149016 20.9277747 -1
2019-01-20,-89.6149039 20.9277689999999 -1
2019-01-20,-89.6184653999999 20.9297508 0
2019-01-20,-89.6198082 20.9325749 0
2019-01-20,-89.6211931 20.9379413 0
2019-01-20,-89.6217063 20.9381439 0
2019-01-20,-89.6219988 20.9406115 0
2019-01-20,-89.6219651 20.9459244 0
2019-01-20,-89.6211774 20.9521438 0
2019-01-20,-89.6202455 20.9567741999999 0
2019-01-20,-89.619372 20.9600890999999 0
2019-01-20,-89.6189283 20.9612376 0
2019-01-20,-89.6189962 20.9615112999999 0
2019-01-20,-89.6188548 20.9622979 -3
2019-01-20,-89.6188373 20.9622928999999 -3
2019-01-20,-89.6187786 20.9624518 4
2019-01-20,-89.6185478 20.9632675 4
2019-01-20,-89.6183526 20.9639645 5
2019-01-20,-89.6182401 20.9646331 1
2019-01-20,-89.6179034 20.9659555 4
2019-01-20,-89.6175205999999 20.9677234999999 3
2019-01-20,-89.6175150999999 20.9677251 3
2019-01-20,-89.6174826 20.9680477 -3
2019-01-20,-89.6173273 20.9685712 0
2019-01-20,-89.6172735999999 20.9691935 0
2019-01-20,-89.6170829 20.9697997 -4
2019-01-20,-89.6170628 20.9698363 -4
2019-01-20,-89.616877 20.9706884 -4
2019-01-20,-89.6167911 20.9711705 -3
2019-01-20,-89.6167767 20.9712499 -3
2019-01-20,-89.6164381 20.9725122 -1
2019-01-20,-89.6162392 20.9733804 -3
2019-01-20,-89.6160986 20.9743189 -4
2019-01-20,-89.6160541 20.9745475 -5
2019-01-20,-89.615884 20.975209 -3
2019-01-20,-89.6158634 20.9752898 -3
2019-01-20,-89.6156089999999 20.976692 -3
2019-01-20,-89.6153599 20.9781445 -5
2019-01-20,-89.6151642999999 20.9791795 -2
2019-01-20,-89.6151412999999 20.9793408 -1
2019-01-20,-89.614983 20.9801317 -4
2019-01-20,-89.6149533999999 20.9802155 -5
2019-01-20,-89.6146903 20.9817637 -2
2019-01-20,-89.6144305999999 20.9831789 -4
